pokemon,id,form,rank,move,raito
プリン,39,0,7,ジャイロボール,17.1
プリン,39,0,8,マジカルシャイン,13.4
プリン,39,0,9,うそなき,10.4
プリン,39,0,10,アンコール,8.4
プクリン,40,0,1,マジカルシャイン,97.6
プクリン,40,0,2,まもる,92.4
プクリン,40,0,3,ほろびのうた,85.7
プクリン,40,0,4,りんしょう,85.5
プクリン,40,0,5,ハイパーボイス,7.5
プクリン,40,0,6,だいもんじ,4.8
プクリン,40,0,7,シャドーボール,4.4
プクリン,40,0,8,れいとうビーム,4.0
プクリン,40,0,9,テラバースト,4.0
プクリン,40,0,10,こごえるかぜ,2.7
コンパン,48,0,1,いかりのこな,94.0
コンパン,48,0,2,ねむりごな,94.0
コンパン,48,0,3,アシッドボム,64.0
コンパン,48,0,4,あさのひざし,56.0
コンパン,48,0,5,ナイトヘッド,28.0
コンパン,48,0,6,まもる,22.0
コンパン,48,0,7,スキルスワップ,8.0
コンパン,48,0,8,かなしばり,8.0
コンパン,48,0,9,サイケこうせん,6.0
コンパン,48,0,10,むしのさざめき,6.0
モルフォン,49,0,1,ねむりごな,94.4
モルフォン,49,0,2,いかりのこな,79.6
モルフォン,49,0,3,アシッドボム,72.1
モルフォン,49,0,4,こらえる,52.3
モルフォン,49,0,5,むしのていこう,20.4
モルフォン,49,0,6,むしのさざめき,19.1
モルフォン,49,0,7,ちょうのまい,18.5
モルフォン,49,0,8,ヘドロばくだん,13.1
モルフォン,49,0,9,どくびし,8.2
モルフォン,49,0,10,まもる,6.2
ディグダ,50,0,1,ふいうち,66.7
ディグダ,50,0,2,じならし,66.7
ディグダ,50,0,3,じわれ,50.0
ディグダ,50,0,4,じしん,50.0
ディグダ,50,0,5,ひっかく,33.3
ディグダ,50,0,6,すなかけ,33.3
ディグダ,50,0,7,なきごえ,33.3
ディグダ,50,0,8,きりさく,16.7
ディグダ,50,0,9,あなをほる,16.7
ディグダ,50,1,1,ふいうち,100.0
ディグダ,50,1,2,じわれ,100.0
ディグダ,50,1,3,じしん,100.0
ディグダ,50,1,4,アイアンヘッド,100.0
ダグトリオ,51,0,1,ふいうち,71.7
ダグトリオ,51,0,2,じしん,56.5
ダグトリオ,51,0,3,あなをほる,29.8
ダグトリオ,51,0,4,ストーンエッジ,28.3
ダグトリオ,51,0,5,じわれ,28.3
ダグトリオ,51,0,6,じならし,24.1
ダグトリオ,51,0,7,あまえる,22.0
ダグトリオ,51,0,8,いわなだれ,17.8
ダグトリオ,51,0,9,まもる,17.3
ダグトリオ,51,0,10,すなあらし,16.2
ダグトリオ,51,1,1,じしん,93.3
ダグトリオ,51,1,2,いわなだれ,75.7
ダグトリオ,51,1,3,まもる,63.8
ダグトリオ,51,1,4,おきみやげ,62.0
ダグトリオ,51,1,5,アイアンヘッド,45.8
ダグトリオ,51,1,6,ふいうち,16.8
ダグトリオ,51,1,7,つるぎのまい,11.9
ダグトリオ,51,1,8,あまえる,4.9
ダグトリオ,51,1,9,すなあらし,3.7
ダグトリオ,51,1,10,シャドークロー,3.3
ニャース,52,0,1,フェイント,100.0
ニャース,52,0,2,ねこだまし,100.0
ニャース,52,0,3,まもる,71.4
ニャース,52,0,4,つばめがえし,71.4
ニャース,52,0,5,ひっかく,28.6
ニャース,52,0,6,なきごえ,28.6
ニャース,52,1,1,ひやみず,100.0
ニャース,52,1,2,でんじは,100.0
ニャース,52,1,3,つじぎり,100.0
ニャース,52,1,4,ねこだまし,100.0
ニャース,52,2,1,ねこだまし,100.0
ニャース,52,2,2,なきごえ,100.0
ニャース,52,2,3,つめとぎ,100.0
ペルシアン,53,0,1,ねこだまし,98.1
ペルシアン,53,0,2,とんぼがえり,35.6
ペルシアン,53,0,3,ちょうはつ,35.0
ペルシアン,53,0,4,じゃれつく,30.6
ペルシアン,53,0,5,つばめがえし,30.3
ペルシアン,53,0,6,かみつく,22.8
ペルシアン,53,0,7,こごえるかぜ,21.9
ペルシアン,53,0,8,てだすけ,18.4
ペルシアン,53,0,9,まもる,14.7
ペルシアン,53,0,10,バークアウト,13.8
ペルシアン,53,1,1,ねこだまし,73.7
ペルシアン,53,1,2,イカサマ,65.6
ペルシアン,53,1,3,バークアウト,52.6
ペルシアン,53,1,4,こごえるかぜ,47.8
ペルシアン,53,1,5,すてゼリフ,44.9
ペルシアン,53,1,6,とんぼがえり,25.7
ペルシアン,53,1,7,ちょうはつ,21.5
ペルシアン,53,1,8,うそなき,10.4
ペルシアン,53,1,9,さいみんじゅつ,7.4
ペルシアン,53,1,10,フェイント,7.1
コダック,54,0,1,かなしばり,81.8
コダック,54,0,2,シンプルビーム,81.8
コダック,54,0,3,まもる,72.7
コダック,54,0,4,ひやみず,72.7
コダック,54,0,5,みずびたし,9.1
コダック,54,0,6,こごえるかぜ,9.1
コダック,54,0,7,サイケこうせん,9.1
コダック,54,0,8,いやなおと,9.1
コダック,54,0,9,アンコール,9.1
コダック,54,0,10,じこあんじ,9.1
ゴルダック,55,0,1,ハイドロポンプ,47.8
ゴルダック,55,0,2,シンプルビーム,43.6
ゴルダック,55,0,3,まもる,36.8
ゴルダック,55,0,4,こごえるかぜ,36.6
ゴルダック,55,0,5,なみのり,28.7
ゴルダック,55,0,6,スキルスワップ,27.9
ゴルダック,55,0,7,れいとうビーム,24.4
ゴルダック,55,0,8,ちょうはつ,20.9
ゴルダック,55,0,9,くさむすび,18.0
ゴルダック,55,0,10,パワージェム,13.8
マンキー,56,0,1,みだれひっかき,100.0
マンキー,56,0,2,けたぐり,100.0
マンキー,56,0,3,ほしがる,100.0
マンキー,56,0,4,ちきゅうなげ,100.0
オコリザル,57,0,1,ふんどのこぶし,98.1
オコリザル,57,0,2,ドレインパンチ,95.8
オコリザル,57,0,3,まもる,92.3
オコリザル,57,0,4,アンコール,47.6
オコリザル,57,0,5,ちょうはつ,12.9
オコリザル,57,0,6,いわなだれ,10.6
オコリザル,57,0,7,どくづき,9.1
オコリザル,57,0,8,タネばくだん,5.4
オコリザル,57,0,9,じしん,4.6
オコリザル,57,0,10,ビルドアップ,3.7
ガーディ,58,0,1,フレアドライブ,90.9
ガーディ,58,0,2,バークアウト,81.8
ガーディ,58,0,3,まもる,81.8
ガーディ,58,0,4,おにび,81.8
ガーディ,58,0,5,とおぼえ,18.2
ガーディ,58,0,6,かみつく,9.1
ガーディ,58,0,7,ひのこ,9.1
ガーディ,58,0,8,じゃれつく,9.1
ガーディ,58,0,9,にらみつける,9.1
ガーディ,58,0,10,かみくだく,9.1
ガーディ,58,1,1,フレアドライブ,63.0
ガーディ,58,1,2,ほえる,44.4
ガーディ,58,1,3,きしかいせい,44.4
ガーディ,58,1,4,いわなだれ,40.7
ガーディ,58,1,5,ほのおのキバ,37.0
ガーディ,58,1,6,てだすけ,37.0
ガーディ,58,1,7,かえんぐるま,33.3
ガーディ,58,1,8,かみつく,25.9
ガーディ,58,1,9,あさのひざし,22.2
ガーディ,58,1,10,もろはのずつき,18.5
ウインディ,59,0,1,フレアドライブ,89.0
ウインディ,59,0,2,しんそく,81.1
ウインディ,59,0,3,おにび,68.0
ウインディ,59,0,4,まもる,62.2
ウインディ,59,0,5,バークアウト,28.1
ウインディ,59,0,6,インファイト,12.6
ウインディ,59,0,7,とおぼえ,11.5
ウインディ,59,0,8,ワイルドボルト,9.9
ウインディ,59,0,9,あさのひざし,6.7
ウインディ,59,0,10,じゃれつく,5.9
ウインディ,59,1,1,フレアドライブ,98.3
ウインディ,59,1,2,しんそく,95.5
ウインディ,59,1,3,いわなだれ,76.7
ウインディ,59,1,4,もろはのずつき,28.0
ウインディ,59,1,5,テラバースト,26.7
ウインディ,59,1,6,まもる,25.2
ウインディ,59,1,7,ワイルドボルト,13.3
ウインディ,59,1,8,インファイト,11.0
ウインディ,59,1,9,おにび,6.9
ウインディ,59,1,10,サイコファング,5.3
ヤドン,79,0,1,トリックルーム,98.1
ヤドン,79,0,2,いやしのはどう,98.1
ヤドン,79,0,3,なみのり,86.9
ヤドン,79,0,4,にほんばれ,45.7
ヤドン,79,0,5,スキルスワップ,21.6
ヤドン,79,0,6,てだすけ,16.1
ヤドン,79,0,7,あまごい,9.5
ヤドン,79,0,8,なまける,9.1
ヤドン,79,0,9,イカサマ,3.2
ヤドン,79,0,10,サイコフィールド,2.5
ヤドン,79,1,1,いやしのはどう,83.6
ヤドン,79,1,2,トリックルーム,74.5
ヤドン,79,1,3,なみのり,52.7
ヤドン,79,1,4,スキルスワップ,32.7
ヤドン,79,1,5,あくび,25.5
ヤドン,79,1,6,なまける,20.0
ヤドン,79,1,7,ようかいえき,20.0
ヤドン,79,1,8,のろい,16.4
ヤドン,79,1,9,サイコキネシス,16.4
ヤドン,79,1,10,なきごえ,14.5
ヤドラン,80,0,1,トリックルーム,76.2
ヤドラン,80,0,2,なまける,60.9
ヤドラン,80,0,3,ボディプレス,50.5
ヤドラン,80,0,4,じこあんじ,43.3
ヤドラン,80,0,5,いやしのはどう,24.5
ヤドラン,80,0,6,なみのり,21.6
ヤドラン,80,0,7,サイコキネシス,20.7
ヤドラン,80,0,8,あくび,17.5
ヤドラン,80,0,9,アシストパワー,14.2
ヤドラン,80,0,10,てっぺき,9.7
ヤドラン,80,2,1,シェルアームズ,74.8
ヤドラン,80,2,2,サイコキネシス,42.6
ヤドラン,80,2,3,トリックルーム,29.0
ヤドラン,80,2,4,なまける,27.9
ヤドラン,80,2,5,じこあんじ,19.5
ヤドラン,80,2,6,じしん,18.4
ヤドラン,80,2,7,アシストパワー,16.8
ヤドラン,80,2,8,れいとうビーム,16.4
ヤドラン,80,2,9,ボディプレス,15.1
ヤドラン,80,2,10,ドレインパンチ,15.1
コイル,81,0,1,てっていこうせん,60.0
コイル,81,0,2,１０まんボルト,60.0
コイル,81,0,3,テラバースト,60.0
コイル,81,0,4,まもる,60.0
コイル,81,0,5,エレキボール,40.0
コイル,81,0,6,ジャイロボール,40.0
コイル,81,0,7,ちょうおんぱ,40.0
コイル,81,0,8,でんじは,40.0
レアコイル,82,0,1,ラスターカノン,100.0
レアコイル,82,0,2,１０まんボルト,68.0
レアコイル,82,0,3,ボルトチェンジ,62.7
レアコイル,82,0,4,でんじは,35.9
レアコイル,82,0,5,まもる,32.7
レアコイル,82,0,6,テラバースト,27.5
レアコイル,82,0,7,ほうでん,25.5
レアコイル,82,0,8,かみなり,9.2
レアコイル,82,0,9,はかいこうせん,5.9
レアコイル,82,0,10,てだすけ,4.6
ベトベター,88,0,1,おきみやげ,100.0
ベトベター,88,0,2,ダストシュート,100.0
ベトベター,88,0,3,かげうち,100.0
ベトベター,88,0,4,てだすけ,100.0
ベトベター,88,1,1,ちいさくなる,60.0
ベトベター,88,1,2,かなしばり,60.0
ベトベター,88,1,3,はたきおとす,60.0
ベトベター,88,1,4,まもる,60.0
ベトベター,88,1,5,どくガス,33.3
ベトベター,88,1,6,はたく,33.3
ベトベター,88,1,7,ダストシュート,6.7
ベトベター,88,1,8,かみくだく,6.7
ベトベター,88,1,9,いやなおと,6.7
ベトベター,88,1,10,とける,6.7
ベトベトン,89,0,1,どくづき,76.6
ベトベトン,89,0,2,かげうち,62.0
ベトベトン,89,0,3,ドレインパンチ,42.0
ベトベトン,89,0,4,まもる,32.1
ベトベトン,89,0,5,アシッドボム,27.5
ベトベトン,89,0,6,かわらわり,27.3
ベトベトン,89,0,7,ちいさくなる,22.9
ベトベトン,89,0,8,どくどく,19.6
ベトベトン,89,0,9,のろい,14.4
ベトベトン,89,0,10,ダストシュート,13.7
ベトベトン,89,1,1,はたきおとす,88.3
ベトベトン,89,1,2,ちいさくなる,67.5
ベトベトン,89,1,3,まもる,63.9
ベトベトン,89,1,4,ドレインパンチ,45.3
ベトベトン,89,1,5,どくづき,29.2
ベトベトン,89,1,6,みがわり,28.4
ベトベトン,89,1,7,どくどく,15.7
ベトベトン,89,1,8,ダストシュート,12.6
ベトベトン,89,1,9,れいとうパンチ,9.0
ベトベトン,89,1,10,とける,8.1
シェルダー,90,0,1,れいとうビーム,100.0
シェルダー,90,0,2,オーロラビーム,100.0
シェルダー,90,0,3,ハイドロポンプ,100.0
シェルダー,90,0,4,からをやぶる,100.0
パルシェン,91,0,1,つららばり,89.5
パルシェン,91,0,2,からをやぶる,69.9
パルシェン,91,0,3,こおりのつぶて,66.8
パルシェン,91,0,4,ロックブラスト,64.8
パルシェン,91,0,5,ドリルライナー,18.4
パルシェン,91,0,6,まもる,18.0
パルシェン,91,0,7,アクアブレイク,17.7
パルシェン,91,0,8,シェルブレード,13.4
パルシェン,91,0,9,たきのぼり,6.1
パルシェン,91,0,10,れいとうビーム,5.9
ゴース,92,0,1,シャドーボール,80.0
ゴース,92,0,2,さいみんじゅつ,73.3
ゴース,92,0,3,ゆめくい,73.3
ゴース,92,0,4,あくのはどう,73.3
ゴース,92,0,5,ふいうち,26.7
ゴース,92,0,6,ナイトヘッド,20.0
ゴース,92,0,7,うらみ,20.0
ゴース,92,0,8,たたりめ,20.0
ゴース,92,0,9,ヘドロばくだん,6.7
ゴース,92,0,10,イカサマ,6.7
ゴースト,93,0,1,シャドーボール,65.0
ゴースト,93,0,2,こごえるかぜ,40.4
ゴースト,93,0,3,まもる,36.6
ゴースト,93,0,4,ヘドロばくだん,35.5
ゴースト,93,0,5,トリックルーム,32.8
ゴースト,93,0,6,おにび,26.8
ゴースト,93,0,7,ふういん,23.5
ゴースト,93,0,8,たたりめ,19.1
ゴースト,93,0,9,みちづれ,17.5
ゴースト,93,0,10,なげつける,13.1
ゲンガー,94,0,1,シャドーボール,78.8
ゲンガー,94,0,2,ヘドロばくだん,65.3
ゲンガー,94,0,3,みちづれ,33.3
ゲンガー,94,0,4,こごえるかぜ,27.0
ゲンガー,94,0,5,まもる,26.7
ゲンガー,94,0,6,マジカルシャイン,19.6
ゲンガー,94,0,7,さいみんじゅつ,17.5
ゲンガー,94,0,8,トリックルーム,13.6
ゲンガー,94,0,9,１０まんボルト,13.4
ゲンガー,94,0,10,エナジーボール,9.5
スリープ,96,0,1,トリックルーム,100.0
スリープ,96,0,2,アンコール,78.7
スリープ,96,0,3,かなしばり,72.1
スリープ,96,0,4,まもる,72.1
スリープ,96,0,5,パワーシェア,36.1
スリープ,96,0,6,いばる,19.7
スリープ,96,0,7,どくガス,6.6
スリープ,96,0,8,イカサマ,6.6
スリープ,96,0,9,なりきり,4.9
スリープ,96,0,10,さいみんじゅつ,1.6
スリーパー,97,0,1,どくガス,80.9
スリーパー,97,0,2,トリックルーム,80.6
スリーパー,97,0,3,かなしばり,52.9
スリーパー,97,0,4,アンコール,31.9
スリーパー,97,0,5,ひかりのかべ,28.2
スリーパー,97,0,6,イカサマ,26.0
スリーパー,97,0,7,スキルスワップ,25.7
スリーパー,97,0,8,リフレクター,18.8
スリーパー,97,0,9,テラバースト,17.8
スリーパー,97,0,10,でんじは,13.2
ビリリダマ,100,0,1,チャージビーム,75.0
ビリリダマ,100,0,2,じばく,75.0
ビリリダマ,100,0,3,ミラーコート,75.0
ビリリダマ,100,0,4,エレキボール,75.0
ビリリダマ,100,0,5,あまごい,25.0
ビリリダマ,100,0,6,ころがる,25.0
ビリリダマ,100,0,7,だいばくはつ,25.0
ビリリダマ,100,0,8,いやなおと,25.0
ビリリダマ,100,1,1,スピードスター,50.0
ビリリダマ,100,1,2,ジャイロボール,50.0
ビリリダマ,100,1,3,エレキボール,50.0
ビリリダマ,100,1,4,チャージビーム,50.0
ビリリダマ,100,1,5,いやなおと,50.0
ビリリダマ,100,1,6,タネばくだん,41.7
ビリリダマ,100,1,7,だいばくはつ,41.7
ビリリダマ,100,1,8,グラスフィールド,41.7
ビリリダマ,100,1,9,ほうでん,16.7
ビリリダマ,100,1,10,やどりぎのタネ,8.3
マルマイン,101,0,1,だいばくはつ,37.9
マルマイン,101,0,2,ほうでん,30.9
マルマイン,101,0,3,でんじふゆう,30.9
マルマイン,101,0,4,ちょうはつ,27.2
マルマイン,101,0,5,イカサマ,26.5
マルマイン,101,0,6,ひかりのかべ,26.2
マルマイン,101,0,7,かみなり,23.9
マルマイン,101,0,8,１０まんボルト,23.7
マルマイン,101,0,9,まもる,20.1
マルマイン,101,0,10,かいでんぱ,18.5
マルマイン,101,1,1,タネマシンガン,70.1
マルマイン,101,1,2,１０まんボルト,68.1
マルマイン,101,1,3,ちょうはつ,65.1
マルマイン,101,1,4,いやなおと,45.2
マルマイン,101,1,5,クロロブラスト,32.9
マルマイン,101,1,6,ボルトチェンジ,22.5
マルマイン,101,1,7,でんじは,20.0
マルマイン,101,1,8,エナジーボール,12.6
マルマイン,101,1,9,リーフストーム,8.3
マルマイン,101,1,10,リフレクター,6.4
ラッキー,113,0,1,タマゴうみ,70.4
ラッキー,113,0,2,ちきゅうなげ,46.9
ラッキー,113,0,3,いのちのしずく,27.4
ラッキー,113,0,4,まるくなる,26.7
ラッキー,113,0,5,いやしのはどう,20.1
ラッキー,113,0,6,めいそう,19.3
ラッキー,113,0,7,アシストパワー,18.9
ラッキー,113,0,8,スキルスワップ,17.3
ラッキー,113,0,9,まねっこ,14.2
ラッキー,113,0,10,みがわり,12.8
ストライク,123,0,1,つばめがえし,68.2
ストライク,123,0,2,おいかぜ,62.0
ストライク,123,0,3,とびつく,53.2
ストライク,123,0,4,インファイト,48.1
ストライク,123,0,5,フェイント,29.7
ストライク,123,0,6,シザークロス,18.4
ストライク,123,0,7,つるぎのまい,18.2
ストライク,123,0,8,ファストガード,14.5
ストライク,123,0,9,くさわけ,14.1
ストライク,123,0,10,まもる,10.7
ケンタロス,128,0,1,アイアンヘッド,69.9
ケンタロス,128,0,2,しねんのずつき,48.6
ケンタロス,128,0,3,いわなだれ,47.0
ケンタロス,128,0,4,のしかかり,37.2
ケンタロス,128,0,5,レイジングブル,35.0
ケンタロス,128,0,6,インファイト,29.0
ケンタロス,128,0,7,ふぶき,27.3
ケンタロス,128,0,8,だいもんじ,24.0
ケンタロス,128,0,9,じならし,14.2
ケンタロス,128,0,10,まもる,10.9
ケンタロス,128,1,1,レイジングブル,73.1
ケンタロス,128,1,2,しねんのずつき,53.7
ケンタロス,128,1,3,まもる,35.8
ケンタロス,128,1,4,じならし,32.8
ケンタロス,128,1,5,インファイト,28.4
ケンタロス,128,1,6,アイアンヘッド,28.4
ケンタロス,128,1,7,ビルドアップ,25.4
ケンタロス,128,1,8,ストーンエッジ,23.9
ケンタロス,128,1,9,ワイルドボルト,20.9
ケンタロス,128,1,10,じしん,17.9
ケンタロス,128,2,1,レイジングブル,91.6
ケンタロス,128,2,2,インファイト,77.4
ケンタロス,128,2,3,まもる,49.6
ケンタロス,128,2,4,おにび,35.3
ケンタロス,128,2,5,くさわけ,19.8
ケンタロス,128,2,6,フレアドライブ,15.0
ケンタロス,128,2,7,いわなだれ,13.9
ケンタロス,128,2,8,じしん,13.4
ケンタロス,128,2,9,アイアンヘッド,11.0
ケンタロス,128,2,10,ワイルドボルト,10.3
ケンタロス,128,3,1,アクアジェット,92.0
ケンタロス,128,3,2,インファイト,79.8
ケンタロス,128,3,3,レイジングブル,62.0
ケンタロス,128,3,4,まもる,54.6
ケンタロス,128,3,5,ウェーブタックル,26.9
ケンタロス,128,3,6,いわなだれ,17.9
ケンタロス,128,3,7,じしん,13.6
ケンタロス,128,3,8,テラバースト,11.6
ケンタロス,128,3,9,くさわけ,9.3
ケンタロス,128,3,10,アイアンヘッド,9.1
コイキング,129,0,1,はねる,100.0
コイキング,129,0,2,たいあたり,98.8
コイキング,129,0,3,じたばた,98.2
ギャラドス,130,0,1,たきのぼり,94.9
ギャラドス,130,0,2,まもる,58.0
ギャラドス,130,0,3,ちょうはつ,57.0
ギャラドス,130,0,4,でんじは,54.6
ギャラドス,130,0,5,りゅうのまい,26.1
ギャラドス,130,0,6,テラバースト,25.4
ギャラドス,130,0,7,じしん,16.6
ギャラドス,130,0,8,アイアンヘッド,14.0
ギャラドス,130,0,9,こおりのキバ,12.5
ギャラドス,130,0,10,てだすけ,9.5
メタモン,132,0,1,へんしん,100.0
イーブイ,133,0,1,テラバースト,46.9
イーブイ,133,0,2,すてみタックル,38.8
イーブイ,133,0,3,あなをほる,30.6
イーブイ,133,0,4,てだすけ,30.6
イーブイ,133,0,5,くすぐる,26.5
イーブイ,133,0,6,でんこうせっか,22.4
イーブイ,133,0,7,まもる,20.4
イーブイ,133,0,8,バトンタッチ,20.4
イーブイ,133,0,9,シャドーボール,18.4
イーブイ,133,0,10,すなかけ,18.4
シャワーズ,134,0,1,だくりゅう,66.9
シャワーズ,134,0,2,れいとうビーム,55.1
シャワーズ,134,0,3,まもる,39.7
シャワーズ,134,0,4,めいそう,28.0
シャワーズ,134,0,5,くろいきり,22.3
シャワーズ,134,0,6,なみのり,20.6
シャワーズ,134,0,7,とける,19.1
シャワーズ,134,0,8,テラバースト,16.0
シャワーズ,134,0,9,あくび,15.7
シャワーズ,134,0,10,ハイドロポンプ,11.4
サンダース,135,0,1,１０まんボルト,57.0
サンダース,135,0,2,テラバースト,53.9
サンダース,135,0,3,シャドーボール,47.5
サンダース,135,0,4,ボルトチェンジ,37.0
サンダース,135,0,5,ほうでん,30.5
サンダース,135,0,6,まもる,27.4
サンダース,135,0,7,かみなり,22.2
サンダース,135,0,8,でんじは,17.6
サンダース,135,0,9,みきり,16.6
サンダース,135,0,10,あまえる,10.0
ブースター,136,0,1,フレアドライブ,94.2
ブースター,136,0,2,まもる,52.5
ブースター,136,0,3,からげんき,47.1
ブースター,136,0,4,みきり,30.2
ブースター,136,0,5,うそなき,25.4
ブースター,136,0,6,テラバースト,22.8
ブースター,136,0,7,あなをほる,20.1
ブースター,136,0,8,でんこうせっか,17.6
ブースター,136,0,9,のろい,11.5
ブースター,136,0,10,ねっぷう,11.2
フリーザー,144,0,1,フリーズドライ,95.9
フリーザー,144,0,2,ふぶき,92.7
フリーザー,144,0,3,はねやすめ,66.9
フリーザー,144,0,4,テラバースト,41.9
フリーザー,144,0,5,くろいきり,29.3
フリーザー,144,0,6,まもる,16.9
フリーザー,144,0,7,おいかぜ,15.7
フリーザー,144,0,8,ぼうふう,10.2
フリーザー,144,0,9,ぜったいれいど,9.8
フリーザー,144,0,10,エアスラッシュ,6.1
フリーザー,144,1,1,いてつくしせん,93.4
フリーザー,144,1,2,トリックルーム,72.0
フリーザー,144,1,3,エアスラッシュ,40.1
フリーザー,144,1,4,まもる,35.1
フリーザー,144,1,5,おいかぜ,31.9
フリーザー,144,1,6,ぼうふう,24.7
フリーザー,144,1,7,ふういん,18.0
フリーザー,144,1,8,さいみんじゅつ,17.7
フリーザー,144,1,9,テラバースト,13.0
フリーザー,144,1,10,シャドーボール,9.3
サンダー,145,0,1,１０まんボルト,79.8
サンダー,145,0,2,ぼうふう,69.2
サンダー,145,0,3,はねやすめ,64.2
サンダー,145,0,4,おいかぜ,59.1
サンダー,145,0,5,みきり,26.0
サンダー,145,0,6,ねっぷう,25.1
サンダー,145,0,7,ほうでん,14.0
サンダー,145,0,8,ボルトチェンジ,13.7
サンダー,145,0,9,まもる,11.4
サンダー,145,0,10,かみなり,10.0
サンダー,145,1,1,らいめいげり,87.9
サンダー,145,1,2,みきり,71.5
サンダー,145,1,3,アクロバット,44.0
サンダー,145,1,4,ブレイブバード,41.2
サンダー,145,1,5,じだんだ,34.0
サンダー,145,1,6,インファイト,21.1
サンダー,145,1,7,テラバースト,16.7
サンダー,145,1,8,おいかぜ,16.6
サンダー,145,1,9,とんぼがえり,15.7
サンダー,145,1,10,ドリルくちばし,13.3
ファイヤー,146,0,1,ねっぷう,84.1
ファイヤー,146,0,2,はねやすめ,57.8
ファイヤー,146,0,3,エアスラッシュ,56.7
ファイヤー,146,0,4,おいかぜ,56.1
ファイヤー,146,0,5,ぼうふう,48.9
ファイヤー,146,0,6,まもる,29.4
ファイヤー,146,0,7,テラバースト,17.3
ファイヤー,146,0,8,おにび,10.2
ファイヤー,146,0,9,かえんほうしゃ,8.8
ファイヤー,146,0,10,ソーラービーム,5.8
ファイヤー,146,1,1,もえあがるいかり,99.8
ファイヤー,146,1,2,エアスラッシュ,77.4
ファイヤー,146,1,3,わるだくみ,61.0
ファイヤー,146,1,4,まもる,57.6
ファイヤー,146,1,5,おいかぜ,37.0
ファイヤー,146,1,6,ぼうふう,17.4
ファイヤー,146,1,7,ねむる,14.3
ファイヤー,146,1,8,ふいうち,11.2
ファイヤー,146,1,9,テラバースト,5.7
ファイヤー,146,1,10,バークアウト,4.8
ミニリュウ,147,0,1,まきつく,100.0
ミニリュウ,147,0,2,にらみつける,100.0
ハクリュー,148,0,1,てだすけ,46.4
ハクリュー,148,0,2,でんじは,46.4
ハクリュー,148,0,3,れいとうビーム,42.9
ハクリュー,148,0,4,かみなり,42.9
ハクリュー,148,0,5,なみのり,42.9
ハクリュー,148,0,6,だいもんじ,42.9
ハクリュー,148,0,7,ねむる,39.3
