pokemon,id,form,rank,item,raito
プクリン,40,0,6,ウイのみ,4.0
プクリン,40,0,7,こだわりメガネ,3.7
プクリン,40,0,8,フィラのみ,2.6
プクリン,40,0,9,もくたん,2.0
プクリン,40,0,10,ものしりメガネ,1.6
コンパン,48,0,1,しんかのきせき,95.0
コンパン,48,0,2,たべのこし,2.1
コンパン,48,0,3,きあいのタスキ,2.1
コンパン,48,0,4,フィラのみ,0.7
モルフォン,49,0,1,こうかくレンズ,17.0
モルフォン,49,0,2,いのちのたま,12.1
モルフォン,49,0,3,きあいのタスキ,9.7
モルフォン,49,0,4,くろいヘドロ,7.7
モルフォン,49,0,5,じゃくてんほけん,7.1
モルフォン,49,0,6,おんみつマント,6.4
モルフォン,49,0,7,たべのこし,6.4
モルフォン,49,0,8,ピントレンズ,6.2
モルフォン,49,0,9,こだわりメガネ,6.1
モルフォン,49,0,10,ひかりのこな,3.9
ディグダ,50,0,1,きあいのタスキ,81.0
ディグダ,50,0,2,ふうせん,19.0
ディグダ,50,1,1,きあいのタスキ,100.0
ダグトリオ,51,0,1,きあいのタスキ,82.2
ダグトリオ,51,0,2,ふうせん,7.9
ダグトリオ,51,0,3,きあいのハチマキ,1.8
ダグトリオ,51,0,4,いのちのたま,0.9
ダグトリオ,51,0,5,メンタルハーブ,0.9
ダグトリオ,51,0,6,たべのこし,0.9
ダグトリオ,51,0,7,クリアチャーム,0.9
ダグトリオ,51,0,8,いかさまダイス,0.8
ダグトリオ,51,0,9,こだわりスカーフ,0.7
ダグトリオ,51,0,10,オボンのみ,0.6
ダグトリオ,51,1,1,きあいのタスキ,79.2
ダグトリオ,51,1,2,こだわりスカーフ,6.2
ダグトリオ,51,1,3,いのちのたま,5.6
ダグトリオ,51,1,4,カムラのみ,3.2
ダグトリオ,51,1,5,ひかりのこな,1.8
ダグトリオ,51,1,6,やわらかいすな,1.4
ダグトリオ,51,1,7,とつげきチョッキ,0.8
ダグトリオ,51,1,8,ゴツゴツメット,0.8
ダグトリオ,51,1,9,サンのみ,0.6
ダグトリオ,51,1,10,たつじんのおび,0.6
ニャース,52,0,1,きあいのタスキ,89.0
ニャース,52,0,2,だっしゅつボタン,11.0
ニャース,52,1,1,きあいのタスキ,100.0
ニャース,52,2,1,きあいのタスキ,100.0
ペルシアン,53,0,1,きあいのタスキ,29.8
ペルシアン,53,0,2,だっしゅつボタン,14.4
ペルシアン,53,0,3,こうこうのしっぽ,10.6
ペルシアン,53,0,4,いのちのたま,10.3
ペルシアン,53,0,5,くっつきバリ,8.7
ペルシアン,53,0,6,いかさまダイス,7.1
ペルシアン,53,0,7,シルクのスカーフ,3.7
ペルシアン,53,0,8,ノーマルジュエル,2.7
ペルシアン,53,0,9,ねらいのまと,1.9
ペルシアン,53,0,10,こだわりメガネ,1.8
ペルシアン,53,1,1,ゴツゴツメット,43.5
ペルシアン,53,1,2,こだわりスカーフ,21.2
ペルシアン,53,1,3,こだわりハチマキ,15.9
ペルシアン,53,1,4,こだわりメガネ,6.7
ペルシアン,53,1,5,オボンのみ,5.1
ペルシアン,53,1,6,こうこうのしっぽ,2.2
ペルシアン,53,1,7,たべのこし,1.6
ペルシアン,53,1,8,ひかりのこな,0.7
ペルシアン,53,1,9,かえんだま,0.6
ペルシアン,53,1,10,こうかくレンズ,0.6
コダック,54,0,1,しんかのきせき,39.4
コダック,54,0,2,こうかくレンズ,36.4
コダック,54,0,3,こだわりメガネ,18.2
コダック,54,0,4,きあいのタスキ,6.1
ゴルダック,55,0,1,いのちのたま,30.8
ゴルダック,55,0,2,こだわりメガネ,16.2
ゴルダック,55,0,3,しんぴのしずく,16.2
ゴルダック,55,0,4,とつげきチョッキ,7.2
ゴルダック,55,0,5,こだわりスカーフ,5.6
ゴルダック,55,0,6,ものしりメガネ,5.3
ゴルダック,55,0,7,きあいのタスキ,4.9
ゴルダック,55,0,8,ぼうじんゴーグル,2.8
ゴルダック,55,0,9,だっしゅつボタン,2.1
ゴルダック,55,0,10,からぶりほけん,2.1
マンキー,56,0,1,きあいのタスキ,100.0
オコリザル,57,0,1,しんかのきせき,94.3
オコリザル,57,0,2,カムラのみ,2.5
オコリザル,57,0,3,こだわりスカーフ,1.5
オコリザル,57,0,4,きあいのタスキ,0.7
オコリザル,57,0,5,おんみつマント,0.7
オコリザル,57,0,6,とつげきチョッキ,0.2
オコリザル,57,0,7,ビビリだま,0.1
ガーディ,58,0,1,しんかのきせき,71.4
ガーディ,58,0,2,きあいのタスキ,28.6
ガーディ,58,1,1,しんかのきせき,62.5
ガーディ,58,1,2,きあいのタスキ,25.0
ガーディ,58,1,3,かたいいし,12.5
ウインディ,59,0,1,ゴツゴツメット,24.6
ウインディ,59,0,2,とつげきチョッキ,14.7
ウインディ,59,0,3,こだわりハチマキ,10.7
ウインディ,59,0,4,あつぞこブーツ,9.9
ウインディ,59,0,5,いのちのたま,8.9
ウインディ,59,0,6,たべのこし,8.8
ウインディ,59,0,7,ぼうじんゴーグル,7.3
ウインディ,59,0,8,オボンのみ,5.4
ウインディ,59,0,9,チイラのみ,1.1
ウインディ,59,0,10,じゃくてんほけん,0.8
ウインディ,59,1,1,きあいのタスキ,21.2
ウインディ,59,1,2,こだわりハチマキ,21.1
ウインディ,59,1,3,いのちのたま,18.7
ウインディ,59,1,4,とつげきチョッキ,14.8
ウインディ,59,1,5,こだわりスカーフ,11.6
ウインディ,59,1,6,ふうせん,1.8
ウインディ,59,1,7,ゴツゴツメット,1.6
ウインディ,59,1,8,ちからのハチマキ,1.5
ウインディ,59,1,9,いかさまダイス,1.4
ウインディ,59,1,10,たつじんのおび,0.7
ヤドン,79,0,1,しんかのきせき,79.8
ヤドン,79,0,2,きあいのタスキ,19.1
ヤドン,79,0,3,こうこうのしっぽ,1.1
ヤドン,79,1,1,しんかのきせき,100.0
ヤドラン,80,0,1,ゴツゴツメット,54.0
ヤドラン,80,0,2,たべのこし,8.2
ヤドラン,80,0,3,おんみつマント,7.5
ヤドラン,80,0,4,こだわりメガネ,6.8
ヤドラン,80,0,5,とつげきチョッキ,6.5
ヤドラン,80,0,6,オボンのみ,3.4
ヤドラン,80,0,7,いのちのたま,3.3
ヤドラン,80,0,8,しんかのきせき,1.6
ヤドラン,80,0,9,きあいのタスキ,1.5
ヤドラン,80,0,10,ナモのみ,1.1
ヤドラン,80,2,1,せんせいのツメ,69.1
ヤドラン,80,2,2,オボンのみ,6.3
ヤドラン,80,2,3,くろいヘドロ,6.2
ヤドラン,80,2,4,きあいのタスキ,6.1
ヤドラン,80,2,5,とつげきチョッキ,3.3
ヤドラン,80,2,6,いのちのたま,1.6
ヤドラン,80,2,7,たべのこし,1.4
ヤドラン,80,2,8,おうじゃのしるし,0.9
ヤドラン,80,2,9,ゴツゴツメット,0.9
ヤドラン,80,2,10,こだわりメガネ,0.7
コイル,81,0,1,こだわりメガネ,45.8
コイル,81,0,2,カムラのみ,18.1
コイル,81,0,3,からぶりほけん,12.5
コイル,81,0,4,ゴツゴツメット,9.7
コイル,81,0,5,しんかのきせき,6.9
コイル,81,0,6,メンタルハーブ,4.2
コイル,81,0,7,せんせいのツメ,1.4
コイル,81,0,8,おんみつマント,1.4
レアコイル,82,0,1,しんかのきせき,63.0
レアコイル,82,0,2,こだわりスカーフ,10.8
レアコイル,82,0,3,こだわりメガネ,6.8
レアコイル,82,0,4,グランドコート,5.1
レアコイル,82,0,5,ひかりのねんど,3.3
レアコイル,82,0,6,からぶりほけん,2.2
レアコイル,82,0,7,あついいわ,1.9
レアコイル,82,0,8,ゴツゴツメット,1.6
レアコイル,82,0,9,カムラのみ,1.5
レアコイル,82,0,10,じゃくてんほけん,1.3
ベトベター,88,0,1,しんかのきせき,95.8
ベトベター,88,0,2,たべのこし,4.2
ベトベトン,89,0,1,くろいヘドロ,32.1
ベトベトン,89,0,2,とつげきチョッキ,27.8
ベトベトン,89,0,3,たべのこし,15.7
ベトベトン,89,0,4,でんきだま,6.4
ベトベトン,89,0,5,オボンのみ,4.0
ベトベトン,89,0,6,ひかりのこな,3.6
ベトベトン,89,0,7,おんみつマント,3.1
ベトベトン,89,0,8,じゃくてんほけん,1.5
ベトベトン,89,0,9,ふうせん,1.1
ベトベトン,89,0,10,フォーカスレンズ,1.0
ベトベトン,89,1,1,とつげきチョッキ,50.8
ベトベトン,89,1,2,くろいヘドロ,20.1
ベトベトン,89,1,3,たべのこし,10.2
ベトベトン,89,1,4,フィラのみ,7.0
ベトベトン,89,1,5,こだわりハチマキ,2.0
ベトベトン,89,1,6,シュカのみ,1.9
ベトベトン,89,1,7,せんせいのツメ,1.3
ベトベトン,89,1,8,ふうせん,0.7
ベトベトン,89,1,9,マゴのみ,0.7
ベトベトン,89,1,10,ひかりのこな,0.7
シェルダー,90,0,1,しんかのきせき,96.2
シェルダー,90,0,2,こだわりハチマキ,3.8
パルシェン,91,0,1,きあいのタスキ,46.6
パルシェン,91,0,2,おうじゃのしるし,21.7
パルシェン,91,0,3,しろいハーブ,10.1
パルシェン,91,0,4,じしゃく,2.4
パルシェン,91,0,5,いのちのたま,2.4
パルシェン,91,0,6,こだわりハチマキ,2.2
パルシェン,91,0,7,ラムのみ,1.9
パルシェン,91,0,8,オボンのみ,1.6
パルシェン,91,0,9,たべのこし,1.4
パルシェン,91,0,10,ゴツゴツメット,1.4
ゴース,92,0,1,きあいのタスキ,54.3
ゴース,92,0,2,こだわりスカーフ,28.6
ゴース,92,0,3,せんせいのツメ,11.4
ゴース,92,0,4,こだわりメガネ,2.9
ゴース,92,0,5,レッドカード,2.9
ゴースト,93,0,1,きあいのタスキ,44.5
ゴースト,93,0,2,しんかのきせき,40.7
ゴースト,93,0,3,こだわりスカーフ,4.5
ゴースト,93,0,4,からぶりほけん,2.2
ゴースト,93,0,5,こだわりメガネ,1.6
ゴースト,93,0,6,いのちのたま,1.4
ゴースト,93,0,7,くろいヘドロ,1.3
ゴースト,93,0,8,ぼうじんゴーグル,1.2
ゴースト,93,0,9,カムラのみ,0.9
ゴースト,93,0,10,のろいのおふだ,0.9
ゲンガー,94,0,1,きあいのタスキ,73.7
ゲンガー,94,0,2,こだわりスカーフ,11.9
ゲンガー,94,0,3,ふうせん,2.6
ゲンガー,94,0,4,こだわりメガネ,2.1
ゲンガー,94,0,5,いのちのたま,1.3
ゲンガー,94,0,6,こうかくレンズ,1.3
ゲンガー,94,0,7,おんみつマント,1.0
ゲンガー,94,0,8,からぶりほけん,0.9
ゲンガー,94,0,9,くろいヘドロ,0.8
ゲンガー,94,0,10,ラムのみ,0.7
スリープ,96,0,1,しんかのきせき,65.1
スリープ,96,0,2,からぶりほけん,22.1
スリープ,96,0,3,ひかりのねんど,12.8
スリーパー,97,0,1,こうこうのしっぽ,33.0
スリーパー,97,0,2,からぶりほけん,13.5
スリーパー,97,0,3,おんみつマント,8.0
スリーパー,97,0,4,こだわりスカーフ,6.7
スリーパー,97,0,5,たつじんのおび,5.9
スリーパー,97,0,6,たべのこし,4.6
スリーパー,97,0,7,くろいてっきゅう,4.1
スリーパー,97,0,8,オボンのみ,3.8
スリーパー,97,0,9,ひかりのねんど,2.1
スリーパー,97,0,10,こうかくレンズ,2.1
ビリリダマ,100,0,1,こだわりスカーフ,75.0
ビリリダマ,100,0,2,きあいのタスキ,25.0
ビリリダマ,100,1,1,しんかのきせき,100.0
マルマイン,101,0,1,いのちのたま,17.6
マルマイン,101,0,2,こだわりメガネ,16.7
マルマイン,101,0,3,きあいのタスキ,15.9
マルマイン,101,0,4,しめったいわ,13.4
マルマイン,101,0,5,ふうせん,5.6
マルマイン,101,0,6,ゴツゴツメット,5.6
マルマイン,101,0,7,じしゃく,4.7
マルマイン,101,0,8,たべのこし,3.5
マルマイン,101,0,9,ノーマルジュエル,2.8
マルマイン,101,0,10,こうかくレンズ,2.2
マルマイン,101,1,1,こだわりメガネ,39.5
マルマイン,101,1,2,たべのこし,16.9
マルマイン,101,1,3,きあいのタスキ,12.0
マルマイン,101,1,4,いのちのたま,8.1
マルマイン,101,1,5,ゴツゴツメット,4.7
マルマイン,101,1,6,しめったいわ,2.8
マルマイン,101,1,7,オボンのみ,2.0
マルマイン,101,1,8,ひかりのこな,1.9
マルマイン,101,1,9,ものしりメガネ,1.9
マルマイン,101,1,10,こだわりスカーフ,1.6
ラッキー,113,0,1,しんかのきせき,99.7
ラッキー,113,0,2,たべのこし,0.1
ラッキー,113,0,3,たつじんのおび,0.1
ラッキー,113,0,4,メンタルハーブ,0.0
ラッキー,113,0,5,かわらずのいし,0.0
ラッキー,113,0,6,おんみつマント,0.0
ラッキー,113,0,7,こだわりメガネ,0.0
ラッキー,113,0,8,どくどくだま,0.0
ラッキー,113,0,9,かえんだま,0.0
ラッキー,113,0,10,ものまねハーブ,0.0
ストライク,123,0,1,しんかのきせき,88.3
ストライク,123,0,2,カムラのみ,3.3
ストライク,123,0,3,こだわりハチマキ,2.6
ストライク,123,0,4,こだわりスカーフ,1.7
ストライク,123,0,5,きあいのタスキ,1.7
ストライク,123,0,6,いのちのたま,0.8
ストライク,123,0,7,メンタルハーブ,0.3
ストライク,123,0,8,オボンのみ,0.3
ストライク,123,0,9,ゆきだま,0.2
ストライク,123,0,10,ラムのみ,0.1
ケンタロス,128,0,1,いのちのたま,69.3
ケンタロス,128,0,2,とつげきチョッキ,6.4
ケンタロス,128,0,3,こだわりハチマキ,6.3
ケンタロス,128,0,4,ゴツゴツメット,6.1
ケンタロス,128,0,5,こだわりスカーフ,4.5
ケンタロス,128,0,6,たつじんのおび,2.0
ケンタロス,128,0,7,オボンのみ,1.0
ケンタロス,128,0,8,きあいのタスキ,0.9
ケンタロス,128,0,9,ラムのみ,0.7
ケンタロス,128,0,10,ものまねハーブ,0.5
ケンタロス,128,1,1,ゴツゴツメット,50.2
ケンタロス,128,1,2,オボンのみ,26.4
ケンタロス,128,1,3,ものまねハーブ,7.5
ケンタロス,128,1,4,とつげきチョッキ,3.3
ケンタロス,128,1,5,こだわりハチマキ,3.3
ケンタロス,128,1,6,フィラのみ,2.1
ケンタロス,128,1,7,ちからのハチマキ,1.7
ケンタロス,128,1,8,こだわりスカーフ,1.7
ケンタロス,128,1,9,シルクのスカーフ,1.7
ケンタロス,128,1,10,カムラのみ,1.3
ケンタロス,128,2,1,オボンのみ,13.6
ケンタロス,128,2,2,ゴツゴツメット,13.0
ケンタロス,128,2,3,こだわりハチマキ,10.8
ケンタロス,128,2,4,だっしゅつパック,9.2
ケンタロス,128,2,5,とつげきチョッキ,7.4
ケンタロス,128,2,6,フィラのみ,6.8
ケンタロス,128,2,7,ものまねハーブ,5.8
ケンタロス,128,2,8,こだわりスカーフ,4.7
ケンタロス,128,2,9,たべのこし,4.6
ケンタロス,128,2,10,たつじんのおび,4.3
ケンタロス,128,3,1,ゴツゴツメット,36.4
ケンタロス,128,3,2,たべのこし,17.6
ケンタロス,128,3,3,オボンのみ,14.8
ケンタロス,128,3,4,とつげきチョッキ,9.2
ケンタロス,128,3,5,きあいのタスキ,2.8
ケンタロス,128,3,6,こだわりハチマキ,2.5
ケンタロス,128,3,7,いのちのたま,2.5
ケンタロス,128,3,8,ラムのみ,1.7
ケンタロス,128,3,9,ちからのハチマキ,1.2
ケンタロス,128,3,10,こだわりスカーフ,1.2
コイキング,129,0,1,ゴツゴツメット,62.5
コイキング,129,0,2,ふうせん,25.0
コイキング,129,0,3,きあいのタスキ,6.3
コイキング,129,0,4,モンスターボール,6.3
ギャラドス,130,0,1,ゴツゴツメット,50.2
ギャラドス,130,0,2,オボンのみ,10.0
ギャラドス,130,0,3,ラムのみ,8.9
ギャラドス,130,0,4,こだわりハチマキ,8.3
ギャラドス,130,0,5,いのちのたま,4.1
ギャラドス,130,0,6,たべのこし,3.7
ギャラドス,130,0,7,とつげきチョッキ,3.1
ギャラドス,130,0,8,たつじんのおび,1.2
ギャラドス,130,0,9,あつぞこブーツ,1.1
ギャラドス,130,0,10,おんみつマント,0.9
メタモン,132,0,1,こだわりスカーフ,56.5
メタモン,132,0,2,せんせいのツメ,11.6
メタモン,132,0,3,きあいのタスキ,9.5
メタモン,132,0,4,レッドカード,4.3
メタモン,132,0,5,オボンのみ,4.1
メタモン,132,0,6,ひかりのこな,2.8
メタモン,132,0,7,たべのこし,2.5
メタモン,132,0,8,ものまねハーブ,1.8
メタモン,132,0,9,いのちのたま,1.7
メタモン,132,0,10,おんみつマント,1.5
イーブイ,133,0,1,きあいのタスキ,42.6
イーブイ,133,0,2,しんかのきせき,33.3
イーブイ,133,0,3,チイラのみ,10.1
イーブイ,133,0,4,シルクのスカーフ,5.4
イーブイ,133,0,5,こだわりハチマキ,3.9
イーブイ,133,0,6,ノーマルジュエル,2.3
イーブイ,133,0,7,カムラのみ,1.6
イーブイ,133,0,8,しめったいわ,0.8
シャワーズ,134,0,1,たべのこし,38.3
シャワーズ,134,0,2,とつげきチョッキ,13.5
シャワーズ,134,0,3,オボンのみ,13.4
シャワーズ,134,0,4,おんみつマント,5.5
シャワーズ,134,0,5,カゴのみ,4.6
シャワーズ,134,0,6,こだわりメガネ,4.3
シャワーズ,134,0,7,ゴツゴツメット,3.7
シャワーズ,134,0,8,たつじんのおび,2.8
シャワーズ,134,0,9,メンタルハーブ,1.9
シャワーズ,134,0,10,フィラのみ,1.6
サンダース,135,0,1,かえんだま,23.1
サンダース,135,0,2,いのちのたま,15.5
サンダース,135,0,3,こだわりメガネ,13.5
サンダース,135,0,4,きあいのタスキ,11.8
サンダース,135,0,5,とつげきチョッキ,6.1
サンダース,135,0,6,ふうせん,4.8
サンダース,135,0,7,こだわりスカーフ,3.8
サンダース,135,0,8,たべのこし,3.3
サンダース,135,0,9,ひかりのこな,3.2
サンダース,135,0,10,じしゃく,2.7
ブースター,136,0,1,とつげきチョッキ,22.9
ブースター,136,0,2,どくどくだま,19.8
ブースター,136,0,3,かえんだま,9.4
ブースター,136,0,4,オボンのみ,8.6
ブースター,136,0,5,たべのこし,7.0
ブースター,136,0,6,あつぞこブーツ,6.1
ブースター,136,0,7,こだわりハチマキ,4.9
ブースター,136,0,8,おんみつマント,4.4
ブースター,136,0,9,かいがらのすず,4.2
ブースター,136,0,10,こだわりスカーフ,2.4
フリーザー,144,0,1,ひかりのこな,18.6
フリーザー,144,0,2,あつぞこブーツ,18.3
フリーザー,144,0,3,たべのこし,15.5
フリーザー,144,0,4,とつげきチョッキ,12.0
フリーザー,144,0,5,ゴツゴツメット,9.1
フリーザー,144,0,6,ひかりのねんど,4.2
フリーザー,144,0,7,じゃくてんほけん,4.0
フリーザー,144,0,8,いのちのたま,3.9
フリーザー,144,0,9,こだわりスカーフ,2.1
フリーザー,144,0,10,オボンのみ,1.6
フリーザー,144,1,1,こだわりスカーフ,18.5
フリーザー,144,1,2,からぶりほけん,15.9
フリーザー,144,1,3,じゃくてんほけん,11.2
フリーザー,144,1,4,ビビリだま,8.0
フリーザー,144,1,5,たべのこし,7.5
フリーザー,144,1,6,ゴツゴツメット,6.7
フリーザー,144,1,7,きあいのタスキ,4.3
フリーザー,144,1,8,こだわりメガネ,3.6
フリーザー,144,1,9,オボンのみ,3.5
フリーザー,144,1,10,こうかくレンズ,2.2
サンダー,145,0,1,ゴツゴツメット,67.1
サンダー,145,0,2,こだわりスカーフ,14.3
サンダー,145,0,3,オボンのみ,5.3
サンダー,145,0,4,こだわりメガネ,3.1
サンダー,145,0,5,いのちのたま,2.2
サンダー,145,0,6,あつぞこブーツ,1.8
サンダー,145,0,7,たべのこし,1.7
サンダー,145,0,8,とつげきチョッキ,1.4
サンダー,145,0,9,おんみつマント,0.5
サンダー,145,0,10,からぶりほけん,0.3
サンダー,145,1,1,こだわりスカーフ,39.9
サンダー,145,1,2,オボンのみ,13.4
サンダー,145,1,3,きあいのタスキ,8.5
サンダー,145,1,4,とつげきチョッキ,8.1
サンダー,145,1,5,ラムのみ,6.7
サンダー,145,1,6,こだわりハチマキ,4.1
サンダー,145,1,7,たべのこし,4.1
サンダー,145,1,8,いのちのたま,3.1
サンダー,145,1,9,ゴツゴツメット,1.9
サンダー,145,1,10,ちからのハチマキ,1.4
ファイヤー,146,0,1,あつぞこブーツ,49.8
ファイヤー,146,0,2,ゴツゴツメット,19.6
ファイヤー,146,0,3,こだわりスカーフ,6.5
ファイヤー,146,0,4,たべのこし,6.3
ファイヤー,146,0,5,パワフルハーブ,3.6
ファイヤー,146,0,6,オボンのみ,2.5
ファイヤー,146,0,7,いのちのたま,1.5
ファイヤー,146,0,8,しめつけバンド,1.1
ファイヤー,146,0,9,こうかくレンズ,1.1
ファイヤー,146,0,10,おんみつマント,1.1
ファイヤー,146,1,1,オボンのみ,48.9
ファイヤー,146,1,2,じゃくてんほけん,24.3
ファイヤー,146,1,3,こだわりスカーフ,4.7
ファイヤー,146,1,4,とつげきチョッキ,4.3
ファイヤー,146,1,5,カゴのみ,3.3
ファイヤー,146,1,6,たべのこし,3.2
ファイヤー,146,1,7,いのちのたま,1.4
ファイヤー,146,1,8,くろいメガネ,1.2
ファイヤー,146,1,9,ラムのみ,1.2
ファイヤー,146,1,10,カムラのみ,1.2
ハクリュー,148,0,1,しんかのきせき,99.3
ハクリュー,148,0,2,ラムのみ,0.7
カイリュー,149,0,1,たべのこし,20.8
カイリュー,149,0,2,あつぞこブーツ,20.5
カイリュー,149,0,3,ゴツゴツメット,20.1
カイリュー,149,0,4,こだわりハチマキ,13.7
カイリュー,149,0,5,ラムのみ,8.6
カイリュー,149,0,6,おんみつマント,4.0
カイリュー,149,0,7,じゃくてんほけん,3.8
カイリュー,149,0,8,するどいくちばし,2.6
カイリュー,149,0,9,シルクのスカーフ,1.1
カイリュー,149,0,10,クリアチャーム,0.9
ヒノアラシ,155,0,1,きあいのタスキ,80.0
ヒノアラシ,155,0,2,しんかのきせき,20.0
マグマラシ,156,0,1,しんかのきせき,34.4
マグマラシ,156,0,2,きあいのタスキ,31.3
マグマラシ,156,0,3,こだわりメガネ,15.6
マグマラシ,156,0,4,こだわりスカーフ,15.6
マグマラシ,156,0,5,ゴツゴツメット,3.1
バクフーン,157,0,1,こだわりスカーフ,46.0
バクフーン,157,0,2,とつげきチョッキ,13.3
バクフーン,157,0,3,こだわりメガネ,7.1
バクフーン,157,0,4,ゴツゴツメット,4.7
バクフーン,157,0,5,ふうせん,4.5
バクフーン,157,0,6,パワフルハーブ,4.4
バクフーン,157,0,7,いのちのたま,3.9
バクフーン,157,0,8,きあいのタスキ,2.7
バクフーン,157,0,9,もくたん,2.3
バクフーン,157,0,10,こうかくレンズ,1.6
バクフーン,157,1,1,こだわりスカーフ,55.5
バクフーン,157,1,2,こだわりメガネ,13.5
バクフーン,157,1,3,たべのこし,8.8
バクフーン,157,1,4,きあいのタスキ,4.2
バクフーン,157,1,5,いのちのたま,2.7
バクフーン,157,1,6,とつげきチョッキ,1.7
バクフーン,157,1,7,オボンのみ,1.7
バクフーン,157,1,8,だっしゅつパック,1.6
バクフーン,157,1,9,ものしりメガネ,1.2
バクフーン,157,1,10,もくたん,1.1
ピチュー,172,0,1,きあいのタスキ,94.6
ピチュー,172,0,2,カムラのみ,5.4
ププリン,174,0,1,きあいのタスキ,100.0
モココ,180,0,1,しんかのきせき,100.0
デンリュウ,181,0,1,カゴのみ,21.4
デンリュウ,181,0,2,ゴツゴツメット,16.9
デンリュウ,181,0,3,たべのこし,10.7
デンリュウ,181,0,4,とつげきチョッキ,9.7
デンリュウ,181,0,5,オボンのみ,9.4
デンリュウ,181,0,6,こだわりメガネ,4.9
デンリュウ,181,0,7,ラムのみ,4.8
デンリュウ,181,0,8,からぶりほけん,2.7
デンリュウ,181,0,9,ふうせん,2.5
デンリュウ,181,0,10,ウイのみ,2.4
マリル,183,0,1,オボンのみ,64.3
マリル,183,0,2,こだわりハチマキ,19.6
マリル,183,0,3,しんかのきせき,16.1
マリルリ,184,0,1,とつげきチョッキ,39.2
マリルリ,184,0,2,オボンのみ,35.6
マリルリ,184,0,3,こだわりハチマキ,7.4
マリルリ,184,0,4,たべのこし,4.0
マリルリ,184,0,5,ゴツゴツメット,3.8
マリルリ,184,0,6,いのちのたま,1.7
マリルリ,184,0,7,ラムのみ,1.6
マリルリ,184,0,8,ソクノのみ,1.2
マリルリ,184,0,9,しんぴのしずく,1.2
マリルリ,184,0,10,ちからのハチマキ,0.6
ウソッキー,185,0,1,じゃくてんほけん,29.0
ウソッキー,185,0,2,いかさまダイス,11.1
ウソッキー,185,0,3,いのちのたま,8.3
ウソッキー,185,0,4,こだわりハチマキ,8.2
ウソッキー,185,0,5,せんせいのツメ,5.7
ウソッキー,185,0,6,オボンのみ,5.4
ウソッキー,185,0,7,あつぞこブーツ,3.8
ウソッキー,185,0,8,きあいのタスキ,3.7
ウソッキー,185,0,9,とつげきチョッキ,3.1
ウソッキー,185,0,10,ゴツゴツメット,3.0
ハネッコ,187,0,1,あついいわ,40.0
ハネッコ,187,0,2,きあいのタスキ,20.0
ハネッコ,187,0,3,しんかのきせき,20.0
ハネッコ,187,0,4,たべのこし,20.0
ポポッコ,188,0,1,しんかのきせき,100.0
ワタッコ,189,0,1,ゴツゴツメット,49.5
ワタッコ,189,0,2,おんみつマント,10.4
ワタッコ,189,0,3,メンタルハーブ,7.9
ワタッコ,189,0,4,きあいのタスキ,5.4
ワタッコ,189,0,5,たべのこし,4.4
ワタッコ,189,0,6,ひかりのねんど,3.8
ワタッコ,189,0,7,こうかくレンズ,3.1
ワタッコ,189,0,8,ものまねハーブ,2.2
ワタッコ,189,0,9,こだわりスカーフ,2.0
