pokemon,id,form,rank,move,raito
ニャース,52,1,1,ちょうはつ,100.0
ニャース,52,1,2,こごえるかぜ,90.9
ニャース,52,1,3,すてゼリフ,90.9
ニャース,52,1,4,でんじは,49.7
ニャース,52,1,5,イカサマ,26.3
ニャース,52,1,6,あまごい,20.0
ニャース,52,1,7,うそなき,9.7
ニャース,52,1,8,ねこだまし,7.4
ニャース,52,1,9,ダメおし,1.7
ニャース,52,1,10,かみつく,1.7
ニャース,52,2,1,ねこだまし,90.0
ニャース,52,2,2,いやなおと,90.0
ニャース,52,2,3,ちょうはつ,60.0
ニャース,52,2,4,うそなき,60.0
ニャース,52,2,5,きんぞくおん,30.0
ニャース,52,2,6,きりさく,30.0
ニャース,52,2,7,あばれる,10.0
ニャース,52,2,8,なきごえ,10.0
ニャース,52,2,9,つめとぎ,10.0
ペルシアン,53,0,1,ねこだまし,78.5
ペルシアン,53,0,2,かみつく,28.6
ペルシアン,53,0,3,ちょうはつ,22.7
ペルシアン,53,0,4,フェイント,22.5
ペルシアン,53,0,5,じたばた,21.3
ペルシアン,53,0,6,とんぼがえり,21.1
ペルシアン,53,0,7,こごえるかぜ,20.8
ペルシアン,53,0,8,でんじは,20.7
ペルシアン,53,0,9,すりかえ,20.6
ペルシアン,53,0,10,バークアウト,13.9
ペルシアン,53,1,1,イカサマ,93.4
ペルシアン,53,1,2,すてゼリフ,76.1
ペルシアン,53,1,3,でんじは,57.5
ペルシアン,53,1,4,ちょうはつ,54.0
ペルシアン,53,1,5,すりかえ,45.6
ペルシアン,53,1,6,とんぼがえり,17.9
ペルシアン,53,1,7,じゃれつく,9.6
ペルシアン,53,1,8,あまえる,6.1
ペルシアン,53,1,9,テラバースト,5.8
ペルシアン,53,1,10,ねこだまし,5.8
コダック,54,0,1,ハイドロポンプ,62.5
コダック,54,0,2,ふぶき,62.2
コダック,54,0,3,サイコキネシス,58.0
コダック,54,0,4,クリアスモッグ,57.3
コダック,54,0,5,アンコール,13.2
コダック,54,0,6,かなしばり,10.4
コダック,54,0,7,ひかりのかべ,9.7
コダック,54,0,8,れいとうビーム,8.7
コダック,54,0,9,テラバースト,8.0
コダック,54,0,10,ねんりき,8.0
ゴルダック,55,0,1,ハイドロポンプ,68.6
ゴルダック,55,0,2,れいとうビーム,67.6
ゴルダック,55,0,3,なみのり,46.4
ゴルダック,55,0,4,サイコキネシス,26.9
ゴルダック,55,0,5,テラバースト,25.8
ゴルダック,55,0,6,くさむすび,24.8
ゴルダック,55,0,7,サイコショック,22.9
ゴルダック,55,0,8,わるだくみ,17.1
ゴルダック,55,0,9,アンコール,13.7
ゴルダック,55,0,10,めいそう,12.4
マンキー,56,0,1,カウンター,78.9
マンキー,56,0,2,がんせきふうじ,78.9
マンキー,56,0,3,インファイト,78.9
マンキー,56,0,4,アンコール,68.4
マンキー,56,0,5,いのちがけ,21.1
マンキー,56,0,6,げきりん,21.1
マンキー,56,0,7,じだんだ,21.1
マンキー,56,0,8,いやなおと,21.1
マンキー,56,0,9,ちきゅうなげ,10.5
オコリザル,57,0,1,ふんどのこぶし,96.7
オコリザル,57,0,2,ドレインパンチ,83.1
オコリザル,57,0,3,ちょうはつ,43.5
オコリザル,57,0,4,ビルドアップ,41.7
オコリザル,57,0,5,インファイト,26.3
オコリザル,57,0,6,アンコール,24.7
オコリザル,57,0,7,ステルスロック,18.2
オコリザル,57,0,8,れいとうパンチ,9.7
オコリザル,57,0,9,がんせきふうじ,5.5
オコリザル,57,0,10,じしん,4.9
ガーディ,58,0,1,インファイト,70.0
ガーディ,58,0,2,ほえる,70.0
ガーディ,58,0,3,フレアドライブ,70.0
ガーディ,58,0,4,きしかいせい,70.0
ガーディ,58,0,5,おにび,21.7
ガーディ,58,0,6,あさのひざし,21.7
ガーディ,58,0,7,みがわり,20.0
ガーディ,58,0,8,かえんほうしゃ,20.0
ガーディ,58,0,9,かえんぐるま,8.3
ガーディ,58,0,10,とおぼえ,8.3
ガーディ,58,1,1,ほのおのキバ,34.2
ガーディ,58,1,2,フレアドライブ,34.2
ガーディ,58,1,3,ほえる,31.6
ガーディ,58,1,4,いわなだれ,28.9
ガーディ,58,1,5,ステルスロック,26.3
ガーディ,58,1,6,きしかいせい,26.3
ガーディ,58,1,7,てだすけ,23.7
ガーディ,58,1,8,おにび,18.4
ガーディ,58,1,9,もろはのずつき,18.4
ガーディ,58,1,10,かみくだく,18.4
ウインディ,59,0,1,しんそく,77.0
ウインディ,59,0,2,フレアドライブ,72.4
ウインディ,59,0,3,おにび,57.0
ウインディ,59,0,4,あさのひざし,43.2
ウインディ,59,0,5,じゃれつく,29.2
ウインディ,59,0,6,インファイト,23.5
ウインディ,59,0,7,バークアウト,11.9
ウインディ,59,0,8,かえんほうしゃ,11.7
ウインディ,59,0,9,テラバースト,8.9
ウインディ,59,0,10,まもる,8.4
ウインディ,59,1,1,フレアドライブ,95.4
ウインディ,59,1,2,しんそく,89.9
ウインディ,59,1,3,もろはのずつき,89.8
ウインディ,59,1,4,ワイルドボルト,42.6
ウインディ,59,1,5,テラバースト,16.2
ウインディ,59,1,6,インファイト,14.2
ウインディ,59,1,7,すてみタックル,7.7
ウインディ,59,1,8,ステルスロック,6.8
ウインディ,59,1,9,ロックブラスト,5.8
ウインディ,59,1,10,ニトロチャージ,5.5
ヤドン,79,0,1,なまける,85.1
ヤドン,79,0,2,イカサマ,73.2
ヤドン,79,0,3,あくび,72.6
ヤドン,79,0,4,のろい,64.9
ヤドン,79,0,5,トリックルーム,31.5
ヤドン,79,0,6,とおせんぼう,21.4
ヤドン,79,0,7,ひやみず,11.9
ヤドン,79,0,8,ドわすれ,11.3
ヤドン,79,0,9,ひかりのかべ,10.7
ヤドン,79,0,10,テラバースト,3.6
ヤドン,79,1,1,あくび,46.2
ヤドン,79,1,2,のろい,42.3
ヤドン,79,1,3,ドわすれ,38.5
ヤドン,79,1,4,なまける,34.6
ヤドン,79,1,5,イカサマ,26.9
ヤドン,79,1,6,たいあたり,23.1
ヤドン,79,1,7,いやしのはどう,15.4
ヤドン,79,1,8,じこあんじ,15.4
ヤドン,79,1,9,ねんりき,15.4
ヤドン,79,1,10,ようかいえき,15.4
ヤドラン,80,0,1,なまける,59.7
ヤドラン,80,0,2,なみのり,47.0
ヤドラン,80,0,3,サイコキネシス,42.5
ヤドラン,80,0,4,ボディプレス,32.0
ヤドラン,80,0,5,れいとうビーム,30.3
ヤドラン,80,0,6,てっぺき,30.0
ヤドラン,80,0,7,あくび,26.7
ヤドラン,80,0,8,トリックルーム,17.9
ヤドラン,80,0,9,アシストパワー,15.9
ヤドラン,80,0,10,めいそう,14.2
ヤドラン,80,2,1,シェルアームズ,86.7
ヤドラン,80,2,2,サイコキネシス,54.1
ヤドラン,80,2,3,れいとうビーム,26.8
ヤドラン,80,2,4,かえんほうしゃ,23.6
ヤドラン,80,2,5,じしん,21.3
ヤドラン,80,2,6,ドレインパンチ,21.2
ヤドラン,80,2,7,わるだくみ,16.6
ヤドラン,80,2,8,なみのり,15.7
ヤドラン,80,2,9,あくび,12.6
ヤドラン,80,2,10,はらだいこ,11.6
コイル,81,0,1,１０まんボルト,64.7
コイル,81,0,2,ラスターカノン,59.0
コイル,81,0,3,てっていこうせん,42.9
コイル,81,0,4,でんじは,42.3
コイル,81,0,5,ボルトチェンジ,39.7
コイル,81,0,6,でんじほう,19.2
コイル,81,0,7,ロックオン,17.3
コイル,81,0,8,こらえる,16.0
コイル,81,0,9,テラバースト,15.4
コイル,81,0,10,ほうでん,9.6
レアコイル,82,0,1,ラスターカノン,84.0
レアコイル,82,0,2,ボルトチェンジ,57.2
レアコイル,82,0,3,１０まんボルト,41.4
レアコイル,82,0,4,ほうでん,30.0
レアコイル,82,0,5,テラバースト,28.9
レアコイル,82,0,6,でんじは,27.2
レアコイル,82,0,7,リフレクター,25.8
レアコイル,82,0,8,ひかりのかべ,24.0
レアコイル,82,0,9,てっていこうせん,20.1
レアコイル,82,0,10,エレキフィールド,12.1
ベトベター,88,0,1,おきみやげ,83.1
ベトベター,88,0,2,かげうち,82.4
ベトベター,88,0,3,どくどく,68.9
ベトベター,88,0,4,のろい,64.2
ベトベター,88,0,5,どろかけ,25.0
ベトベター,88,0,6,アシッドボム,24.3
ベトベター,88,0,7,ちいさくなる,10.1
ベトベター,88,0,8,ドレインパンチ,9.5
ベトベター,88,0,9,みがわり,7.4
ベトベター,88,0,10,ねごと,6.1
ベトベター,88,1,1,はたきおとす,75.0
ベトベター,88,1,2,ちいさくなる,62.5
ベトベター,88,1,3,どくどく,62.5
ベトベター,88,1,4,おきみやげ,37.5
ベトベター,88,1,5,ねむる,37.5
ベトベター,88,1,6,かなしばり,25.0
ベトベター,88,1,7,ダストシュート,25.0
ベトベター,88,1,8,どくガス,12.5
ベトベター,88,1,9,とける,12.5
ベトベター,88,1,10,はたく,12.5
ベトベトン,89,0,1,ドレインパンチ,69.4
ベトベトン,89,0,2,ちいさくなる,45.9
ベトベトン,89,0,3,かげうち,42.5
ベトベトン,89,0,4,どくどく,35.4
ベトベトン,89,0,5,どくづき,32.1
ベトベトン,89,0,6,ほのおのパンチ,24.1
ベトベトン,89,0,7,ダストシュート,20.8
ベトベトン,89,0,8,のろい,15.6
ベトベトン,89,0,9,れいとうパンチ,13.5
ベトベトン,89,0,10,とける,11.4
ベトベトン,89,1,1,はたきおとす,94.9
ベトベトン,89,1,2,ドレインパンチ,67.8
ベトベトン,89,1,3,れいとうパンチ,42.7
ベトベトン,89,1,4,ダストシュート,36.2
ベトベトン,89,1,5,ちいさくなる,31.4
ベトベトン,89,1,6,どくづき,27.4
ベトベトン,89,1,7,どくどく,19.7
ベトベトン,89,1,8,どくどくのキバ,13.1
ベトベトン,89,1,9,とける,12.3
ベトベトン,89,1,10,みがわり,11.2
シェルダー,90,0,1,うずしお,83.6
シェルダー,90,0,2,てっぺき,83.6
シェルダー,90,0,3,いのちのしずく,73.6
シェルダー,90,0,4,ちょうおんぱ,72.7
シェルダー,90,0,5,アイススピナー,13.6
シェルダー,90,0,6,シェルブレード,13.6
シェルダー,90,0,7,こおりのつぶて,13.6
シェルダー,90,0,8,ロックブラスト,13.6
シェルダー,90,0,9,アクアリング,8.2
シェルダー,90,0,10,ゆきなだれ,6.4
パルシェン,91,0,1,つららばり,94.7
パルシェン,91,0,2,からをやぶる,91.3
パルシェン,91,0,3,ロックブラスト,70.8
パルシェン,91,0,4,こおりのつぶて,48.4
パルシェン,91,0,5,ドリルライナー,25.5
パルシェン,91,0,6,テラバースト,24.3
パルシェン,91,0,7,みがわり,6.6
パルシェン,91,0,8,アクアブレイク,6.2
パルシェン,91,0,9,どくびし,6.0
パルシェン,91,0,10,ハイドロポンプ,4.3
ゴース,92,0,1,みちづれ,93.1
ゴース,92,0,2,シャドーボール,43.1
ゴース,92,0,3,さいみんじゅつ,40.3
ゴース,92,0,4,トリックルーム,36.1
ゴース,92,0,5,のろい,31.9
ゴース,92,0,6,たたりめ,27.8
ゴース,92,0,7,サイコキネシス,22.2
ゴース,92,0,8,あくのはどう,22.2
ゴース,92,0,9,ふいうち,18.1
ゴース,92,0,10,ちょうはつ,16.7
ゴースト,93,0,1,みちづれ,67.2
ゴースト,93,0,2,シャドーボール,51.6
ゴースト,93,0,3,アンコール,43.1
ゴースト,93,0,4,こごえるかぜ,35.0
ゴースト,93,0,5,のろい,31.4
ゴースト,93,0,6,おにび,23.1
ゴースト,93,0,7,たたりめ,17.5
ゴースト,93,0,8,ちょうはつ,14.0
ゴースト,93,0,9,くろいまなざし,12.5
ゴースト,93,0,10,さいみんじゅつ,9.7
ゲンガー,94,0,1,シャドーボール,71.2
ゲンガー,94,0,2,みちづれ,63.0
ゲンガー,94,0,3,ヘドロばくだん,55.3
ゲンガー,94,0,4,アンコール,35.5
ゲンガー,94,0,5,こごえるかぜ,24.3
ゲンガー,94,0,6,たたりめ,16.8
ゲンガー,94,0,7,さいみんじゅつ,16.5
ゲンガー,94,0,8,きあいだま,11.3
ゲンガー,94,0,9,どくびし,10.6
ゲンガー,94,0,10,マジカルシャイン,10.3
スリープ,96,0,1,さいみんじゅつ,62.3
スリープ,96,0,2,わるだくみ,49.0
スリープ,96,0,3,アシストパワー,48.4
スリープ,96,0,4,ドレインキッス,47.7
スリープ,96,0,5,ナイトヘッド,37.4
スリープ,96,0,6,パワーシェア,28.4
スリープ,96,0,7,ひかりのかべ,26.1
スリープ,96,0,8,でんじは,25.5
スリープ,96,0,9,リフレクター,18.1
スリープ,96,0,10,トリックルーム,12.9
スリーパー,97,0,1,わるだくみ,43.0
スリーパー,97,0,2,さいみんじゅつ,30.8
スリーパー,97,0,3,すりかえ,30.3
スリーパー,97,0,4,アンコール,25.9
スリーパー,97,0,5,サイコキネシス,25.4
スリーパー,97,0,6,ドレインキッス,24.0
スリーパー,97,0,7,くさむすび,22.0
スリーパー,97,0,8,かなしばり,22.0
スリーパー,97,0,9,イカサマ,20.7
スリーパー,97,0,10,みがわり,18.7
ビリリダマ,100,0,1,だいばくはつ,70.0
ビリリダマ,100,0,2,ほうでん,70.0
ビリリダマ,100,0,3,ミラーコート,50.0
ビリリダマ,100,0,4,ボルトチェンジ,30.0
ビリリダマ,100,0,5,ひかりのかべ,30.0
ビリリダマ,100,0,6,エレキフィールド,20.0
ビリリダマ,100,0,7,でんじは,20.0
ビリリダマ,100,0,8,ジャイロボール,20.0
ビリリダマ,100,1,1,タネばくだん,72.7
ビリリダマ,100,1,2,だいばくはつ,66.7
ビリリダマ,100,1,3,ほうでん,57.6
ビリリダマ,100,1,4,ジャイロボール,57.6
ビリリダマ,100,1,5,やどりぎのタネ,15.2
ビリリダマ,100,1,6,みがわり,15.2
ビリリダマ,100,1,7,まもる,15.2
ビリリダマ,100,1,8,でんじは,15.2
ビリリダマ,100,1,9,グラスフィールド,15.2
ビリリダマ,100,1,10,じゅうでん,12.1
マルマイン,101,0,1,テラバースト,51.5
マルマイン,101,0,2,ボルトチェンジ,50.8
マルマイン,101,0,3,ちょうはつ,40.2
マルマイン,101,0,4,１０まんボルト,35.9
マルマイン,101,0,5,ほうでん,30.7
マルマイン,101,0,6,だいばくはつ,27.4
マルマイン,101,0,7,でんじは,27.1
マルマイン,101,0,8,ミラーコート,24.4
マルマイン,101,0,9,イカサマ,19.9
マルマイン,101,0,10,かみなり,17.2
マルマイン,101,1,1,クロロブラスト,75.4
マルマイン,101,1,2,ボルトチェンジ,62.1
マルマイン,101,1,3,ほうでん,32.4
マルマイン,101,1,4,やどりぎのタネ,25.4
マルマイン,101,1,5,１０まんボルト,24.9
マルマイン,101,1,6,テラバースト,24.3
マルマイン,101,1,7,みがわり,20.5
マルマイン,101,1,8,エナジーボール,19.7
マルマイン,101,1,9,ちょうはつ,18.8
マルマイン,101,1,10,でんじは,15.8
ラッキー,113,0,1,タマゴうみ,98.4
ラッキー,113,0,2,ちきゅうなげ,83.0
ラッキー,113,0,3,めいそう,62.8
ラッキー,113,0,4,ステルスロック,60.3
ラッキー,113,0,5,シャドーボール,22.2
ラッキー,113,0,6,でんじは,16.0
ラッキー,113,0,7,あまえる,12.7
ラッキー,113,0,8,うたう,6.9
ラッキー,113,0,9,テラバースト,4.4
ラッキー,113,0,10,れいとうビーム,4.0
ストライク,123,0,1,つばめがえし,76.7
ストライク,123,0,2,つるぎのまい,72.0
ストライク,123,0,3,インファイト,46.9
ストライク,123,0,4,とんぼがえり,23.5
ストライク,123,0,5,くさわけ,21.0
ストライク,123,0,6,でんこうせっか,20.5
ストライク,123,0,7,テラバースト,18.0
ストライク,123,0,8,バトンタッチ,16.0
ストライク,123,0,9,シザークロス,15.4
ストライク,123,0,10,とびつく,14.0
ケンタロス,128,0,1,アイアンヘッド,68.3
ケンタロス,128,0,2,じしん,53.5
ケンタロス,128,0,3,のしかかり,47.1
ケンタロス,128,0,4,しねんのずつき,26.0
ケンタロス,128,0,5,いわなだれ,25.2
ケンタロス,128,0,6,レイジングブル,23.5
ケンタロス,128,0,7,れいとうビーム,22.4
ケンタロス,128,0,8,インファイト,16.4
ケンタロス,128,0,9,じならし,14.0
ケンタロス,128,0,10,くさわけ,12.1
ケンタロス,128,1,1,レイジングブル,68.4
ケンタロス,128,1,2,じしん,57.3
ケンタロス,128,1,3,ビルドアップ,43.1
ケンタロス,128,1,4,アイアンヘッド,32.4
ケンタロス,128,1,5,テラバースト,25.7
ケンタロス,128,1,6,インファイト,22.7
ケンタロス,128,1,7,ボディプレス,20.4
ケンタロス,128,1,8,しねんのずつき,19.6
ケンタロス,128,1,9,ワイルドボルト,14.7
ケンタロス,128,1,10,くさわけ,13.7
ケンタロス,128,2,1,インファイト,80.0
ケンタロス,128,2,2,レイジングブル,70.1
ケンタロス,128,2,3,おにび,42.6
ケンタロス,128,2,4,じしん,40.8
ケンタロス,128,2,5,フレアドライブ,32.8
ケンタロス,128,2,6,ストーンエッジ,26.2
ケンタロス,128,2,7,テラバースト,17.4
ケンタロス,128,2,8,ニトロチャージ,13.2
ケンタロス,128,2,9,ビルドアップ,11.6
ケンタロス,128,2,10,くさわけ,10.9
ケンタロス,128,3,1,アクアジェット,81.1
ケンタロス,128,3,2,レイジングブル,74.4
ケンタロス,128,3,3,インファイト,69.7
ケンタロス,128,3,4,くさわけ,34.3
ケンタロス,128,3,5,ビルドアップ,28.4
ケンタロス,128,3,6,ボディプレス,21.6
ケンタロス,128,3,7,ウェーブタックル,18.9
ケンタロス,128,3,8,じしん,16.1
ケンタロス,128,3,9,テラバースト,12.9
ケンタロス,128,3,10,ストーンエッジ,7.9
コイキング,129,0,1,じたばた,87.9
コイキング,129,0,2,はねる,81.9
コイキング,129,0,3,たいあたり,70.7
ギャラドス,130,0,1,たきのぼり,79.0
ギャラドス,130,0,2,じしん,62.9
ギャラドス,130,0,3,りゅうのまい,50.7
ギャラドス,130,0,4,ちょうはつ,46.3
ギャラドス,130,0,5,でんじは,35.0
ギャラドス,130,0,6,こおりのキバ,31.3
ギャラドス,130,0,7,テラバースト,23.2
ギャラドス,130,0,8,アイアンヘッド,12.2
ギャラドス,130,0,9,アクアテール,12.2
ギャラドス,130,0,10,ストーンエッジ,10.2
メタモン,132,0,1,へんしん,100.0
イーブイ,133,0,1,でんこうせっか,55.2
イーブイ,133,0,2,じたばた,31.9
イーブイ,133,0,3,とっておき,26.5
イーブイ,133,0,4,かみつく,24.5
イーブイ,133,0,5,テラバースト,21.8
イーブイ,133,0,6,こらえる,21.5
イーブイ,133,0,7,つぶらなひとみ,21.3
イーブイ,133,0,8,スピードスター,18.3
イーブイ,133,0,9,あくび,18.3
イーブイ,133,0,10,すてみタックル,16.8
シャワーズ,134,0,1,なみのり,66.1
シャワーズ,134,0,2,れいとうビーム,47.4
シャワーズ,134,0,3,めいそう,44.7
シャワーズ,134,0,4,とける,36.3
シャワーズ,134,0,5,テラバースト,32.9
シャワーズ,134,0,6,シャドーボール,23.1
シャワーズ,134,0,7,ねがいごと,22.2
シャワーズ,134,0,8,あくび,18.3
シャワーズ,134,0,9,ハイドロポンプ,17.9
シャワーズ,134,0,10,バトンタッチ,17.1
サンダース,135,0,1,テラバースト,76.4
サンダース,135,0,2,ボルトチェンジ,66.9
サンダース,135,0,3,１０まんボルト,59.3
サンダース,135,0,4,シャドーボール,46.3
サンダース,135,0,5,あくび,17.3
サンダース,135,0,6,でんじは,17.0
サンダース,135,0,7,まもる,16.4
サンダース,135,0,8,ほうでん,13.3
サンダース,135,0,9,めいそう,12.3
サンダース,135,0,10,かみなり,9.7
ブースター,136,0,1,フレアドライブ,92.7
ブースター,136,0,2,でんこうせっか,47.9
ブースター,136,0,3,テラバースト,43.5
ブースター,136,0,4,くさわけ,34.0
ブースター,136,0,5,おにび,33.0
ブースター,136,0,6,まもる,30.6
ブースター,136,0,7,からげんき,27.2
ブースター,136,0,8,ねがいごと,24.8
ブースター,136,0,9,すてみタックル,7.2
ブースター,136,0,10,ほのおのうず,6.3
フリーザー,144,0,1,ぜったいれいど,75.4
フリーザー,144,0,2,フリーズドライ,73.2
フリーザー,144,0,3,はねやすめ,68.6
フリーザー,144,0,4,テラバースト,27.5
フリーザー,144,0,5,ぼうふう,20.4
フリーザー,144,0,6,みがわり,20.4
フリーザー,144,0,7,こおりのつぶて,16.1
フリーザー,144,0,8,ゆきげしき,14.0
フリーザー,144,0,9,エアスラッシュ,11.8
フリーザー,144,0,10,れいとうビーム,11.1
フリーザー,144,1,1,いてつくしせん,73.4
フリーザー,144,1,2,テラバースト,55.6
フリーザー,144,1,3,ぼうふう,42.7
フリーザー,144,1,4,めいそう,35.6
フリーザー,144,1,5,じこさいせい,29.9
フリーザー,144,1,6,エアスラッシュ,29.1
フリーザー,144,1,7,さいみんじゅつ,20.0
フリーザー,144,1,8,トリック,18.7
フリーザー,144,1,9,シャドーボール,16.6
フリーザー,144,1,10,アシストパワー,13.9
サンダー,145,0,1,はねやすめ,79.9
サンダー,145,0,2,ぼうふう,79.2
サンダー,145,0,3,ボルトチェンジ,70.4
サンダー,145,0,4,ほうでん,50.4
サンダー,145,0,5,テラバースト,27.4
サンダー,145,0,6,１０まんボルト,25.6
